湖	Bns	B
市	Enr	I
好	Bl	I
又	Ml	I
多	El	I
商	Bn	I
贸	En	I
有	Bn	I
限	Mn	I
公	Mn	I
司	En	E
销	Bvn	O
售	Evn	O
的	Suj	O
武	Bns	B
汉	Ens	I
好	Bv	I
吃	Ev	I
佬	Sng	I
调	Bn	I
味	Mn	I
品	Mn	I
厂	En	E
生	Bvn	O
产	Evn	O
的	Suj	O
五	Bnz	O
香	Mnz	O
粉	Enz	O
，	Sw	O
二	Bnz	O
氧	Mnz	O
化	Mnz	O
硫	Enz	O
残	Bn	O
留	Mn	O
量	En	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
0	Bm	O
.	Mm	O
1	Mm	O
0	Em	O
g	Seng	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
不	Bv	O
得	Ev	O
使	Bv	O
用	Ev	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
一	Em	O
）	Sw	O
宜	Bns	B
城	Mns	I
市	Ens	I
美	Bm	I
名	Em	I
油	Bn	I
料	En	I
有	Bl	I
限	Ml	I
责	Ml	I
任	El	I
公	Bn	I
司	En	E
生	Bvn	O
产	Evn	O
的	Suj	O
菜	Bn	O
籽	Mn	O
油	En	O
（	Sw	O
植	Bn	O
物	Mn	O
油	En	O
）	Sw	O
，	Sw	O
过	Bn	O
氧	Mn	O
化	En	O
值	Sn	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
2	Bm	O
4	Em	O
m	Beng	O
m	Meng	O
o	Meng	O
l	Eeng	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
≤	Sw	O
6	Bm	O
.	Mm	O
0	Em	O
m	Beng	O
m	Meng	O
o	Meng	O
l	Eeng	O
/	Sw	O
k	Beng	O
g	Eeng	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
二	Em	O
）	Sw	O
宜	Bns	O
城	Mns	O
市	Ens	O
明	Bt	O
月	Et	O
泉	Sns	O
纯	Bn	O
净	Mn	O
水	En	O
厂	Szg	O
（	Sw	O
标	Bn	O
称	En	O
：	Sw	O
明	Bt	O
月	Et	O
公	Bn	O
司	En	O
）	Sw	O
生	Bvn	O
产	Evn	O
的	Suj	O
明	Bt	O
月	Et	O
泉	Sns	O
（	Sw	O
包	Bv	O
装	Ev	O
饮	Bn	O
用	Mn	O
水	En	O
）	Sw	O
（	Sw	O
大	Bm	O
桶	Em	O
水	Sn	O
）	Sw	O
，	Sw	O
铜	Bn	O
绿	En	O
假	Sn	O
单	Bn	O
胞	Mn	O
菌	En	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
1	Sm	O
#	Sw	O
:	Sw	O
1	Bm	O
5	Em	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

2	Sm	O
#	Sw	O
:	Sw	O
6	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

3	Sm	O
#	Sw	O
:	Sw	O
8	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

4	Sm	O
#	Sw	O
:	Sw	O
9	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

5	Sm	O
#	Sw	O
:	Sw	O
1	Bm	O
2	Em	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O
，	Sw	O
标	Bn	O
准	En	O
要	Bv	O
求	Ev	O
为	Sp	O
n	Seng	O
=	Sw	O
5	Sw	O

c	Sw	O
=	Sw	O
0	Sw	O

m	Sw	O
=	Sw	O
0	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
三	Em	O
）	Sw	O
武	Bns	B
汉	Ens	I
中	Sf	I
商	Sn	I
平	Bn	I
价	En	I
超	Bv	I
市	Ev	I
连	Bvn	I
锁	Evn	I
有	Bl	I
限	Ml	I
责	Ml	I
任	El	I
公	Bn	I
司	En	I
雄	Ba	I
楚	Ea	I
店	Sn	E
销	Bvn	O
售	Evn	O
的	Suj	O
武	Bns	B
汉	Ens	I
艾	Bnr	I
精	Mnr	I
隆	Enr	I
食	Bn	I
品	En	I
有	Bn	I
限	Mn	I
公	Mn	I
司	En	E
生	Bvn	O
产	Evn	O
的	Suj	O
五	Bn	O
香	En	O
瓜	Bn	O
子	En	O
，	Sw	O
二	Bnz	O
氧	Mnz	O
化	Mnz	O
硫	Enz	O
残	Bn	O
留	Mn	O
量	En	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
0	Bm	O
.	Mm	O
0	Mm	O
5	Mm	O
4	Em	O
g	Seng	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
不	Bv	O
得	Ev	O
使	Bv	O
用	Ev	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
四	Em	O
）	Sw	O
武	Bns	O
汉	Mns	O
市	Ens	O
鑫	Snr	O
万	Bnr	O
洁	Enr	O
纯	Bn	O
净	Mn	O
水	En	O
有	Bn	O
限	Mn	O
公	Mn	O
司	En	O
生	Bvn	O
产	Evn	O
的	Suj	O
饮	Bn	O
用	En	O
纯	Bn	O
净	Mn	O
水	En	O
，	Sw	O
铜	Bn	O
绿	En	O
假	Sn	O
单	Bn	O
胞	Mn	O
菌	En	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
1	Sm	O
#	Sw	O
：	Sw	O
1	Bm	O
9	Em	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

2	Sm	O
#	Sw	O
：	Sw	O
1	Bm	O
6	Em	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

3	Sm	O
#	Sw	O
：	Sw	O
1	Bm	O
0	Em	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

4	Sm	O
#	Sw	O
：	Sw	O
8	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O

5	Sm	O
#	Sw	O
：	Sw	O
4	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
n	Seng	O
=	Sw	O
5	Sw	O

c	Sw	O
=	Sw	O
0	Sw	O

m	Sw	O
=	Sw	O
0	Sm	O
C	Beng	O
F	Meng	O
U	Eeng	O
/	Sw	O
2	Bm	O
5	Mm	O
0	Em	O
m	Beng	O
L	Eeng	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
五	Em	O
）	Sw	O
鄂	Bns	B
州	Ens	I
经	Bn	I
济	En	I
开	Bn	I
发	Mn	I
区	En	I
鼎	Bz	I
盛	Ez	I
禽	Bn	I
蛋	En	I
加	Bnt	I
工	Mnt	I
厂	Ent	E
生	Bvn	O
产	Evn	O
的	Suj	O
咸	Bnr	O
蛋	Enr	O
，	Sw	O
氟	Bnz	O
苯	Mnz	O
尼	Enz	O
考	Sv	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
6	Bm	O
.	Mm	O
4	Mm	O
2	Em	O
μ	Sw	O
g	Sw	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
不	Bv	O
得	Ev	O
检	Bv	O
出	Ev	O
；	Sw	O

散	Bv	O
装	Ev	O
咸	Bn	O
鸭	Mn	O
蛋	En	O
，	Sw	O
氟	Bnz	O
苯	Mnz	O
尼	Enz	O
考	Sv	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
8	Bm	O
.	Mm	O
4	Mm	O
0	Em	O
μ	Sw	O
g	Sw	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
不	Bv	O
得	Ev	O
检	Bv	O
出	Ev	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

（	Sw	O
十	Bm	O
六	Em	O
）	Sw	O
潜	Bns	B
江	Mns	I
市	Ens	I
高	Sa	I
得	Sud	I
佳	Sa	I
风	Bn	I
味	En	I
食	Bn	I
品	Mn	I
厂	En	E
生	Bvn	O
产	Evn	O
的	Suj	O
开	Bv	O
胃	Ev	O
洋	Bn	O
姜	En	O
，	Sw	O
二	Bnz	O
氧	Mnz	O
化	Mnz	O
硫	Enz	O
（	Sw	O
以	Sp	O
二	Bnz	O
氧	Mnz	O
化	Mnz	O
硫	Enz	O
残	Bn	O
留	Mn	O
量	En	O
计	Sn	O
）	Sw	O
检	Bv	O
出	Ev	O
值	Bv	O
为	Ev	O
0	Bm	O
.	Mm	O
2	Mm	O
9	Em	O
g	Seng	O
/	Sw	O
k	Beng	O
g	Eeng	O
，	Sw	O
标	Bl	O
准	Ml	O
规	Ml	O
定	El	O
为	Sp	O
≤	Sw	O
0	Bm	O
.	Mm	O
1	Em	O
g	Seng	O
/	Sw	O
k	Beng	O
g	Eeng	O
。	Sw	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O
为	Sp	O
湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	Mn	I
质	Mn	I
量	En	I
安	Ban	I
全	Ean	I
监	Bvn	I
督	Evn	I
检	Bvn	I
验	Evn	I
研	Bn	I
究	Mn	I
院	En	E
。	Sw	O

三	Sm	O
、	Sw	O
对	Sp	O
抽	Bv	O
检	Ev	O
中	Sf	O
发	Bv	O
现	Ev	O
的	Suj	O
不	Sa	O
合	Bn	O
格	En	O
产	Bn	O
品	En	O
，	Sw	O
湖	Bns	O
北	Mns	O
省	Ens	O
食	Bn	O
品	Mn	O
药	Mn	O
品	En	O
监	Bn	O
管	Mn	O
局	En	O
已	Sd	O
要	Bv	O
求	Ev	O
荆	Bns	O
门	Ens	O
、	Sw	O
仙	Bn	O
桃	En	O
、	Sw	O
襄	Bns	O
阳	Ens	O
、	Sw	O
武	Bns	O
汉	Ens	O
、	Sw	O
鄂	Bns	O
州	Ens	O
、	Sw	O
潜	Bns	O
江	Ens	O
食	Bn	O
品	Mn	O
药	Mn	O
品	En	O
监	Bn	O
管	Mn	O
部	Mn	O
门	En	O
按	Bp	O
照	Ep	O
《	Sw	O
中	Bns	O
华	Mns	O
人	Mns	O
民	Mns	O
共	Mns	O
和	Mns	O
国	Ens	O

食	Bn	O
品	En	O
安	Bnr	O
全	Mnr	O
法	Enr	O
》	Sw	O
的	Suj	O
规	Bn	O
定	En	O
，	Sw	O
督	Bv	O
促	Ev	O
生	Bn	O
产	Mn	O
经	Mn	O
营	Mn	O
者	En	O
立	Bd	O
即	Ed	O
封	Bv	O
存	Ev	O
、	Sw	O
下	Bv	O
架	Ev	O
和	Sc	O
召	Bv	O
回	Ev	O
不	Sd	O
合	Bn	O
格	En	O
产	Bn	O
品	En	O
，	Sw	O
并	Bd	O
对	Ed	O
不	Sd	O
合	Bn	O
格	En	O
产	Bn	O
品	En	O
的	Suj	O
生	Bn	O
产	Mn	O
经	Mn	O
营	Mn	O
者	En	O
进	Bd	O
一	Md	O
步	Ed	O
调	Bvn	O
查	Evn	O
处	Bv	O
理	Ev	O
，	Sw	O
查	Bnr	O
明	Enr	O
生	Bvn	O
产	Evn	O
不	Sd	O
合	Bn	O
格	En	O
产	Bn	O
品	En	O
的	Suj	O
批	Bd	O
次	Ed	O
、	Sw	O
数	Bn	O
量	En	O
和	Sc	O
原	Bn	O
因	En	O
，	Sw	O
制	Bv	O
定	Ev	O
整	Bn	O
改	Mn	O
措	Mn	O
施	En	O
。	Sw	O

附	Bn	O
件	En	O
：	Sw	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
7	Sm	O
月	Sm	O
2	Bm	O
0	Em	O
日	Sm	O

